"clonotype_id","frequency","proportion"
"MC11_clonotype0080",7,0.00213284582571603
"MC11_clonotype0081",7,0.00213284582571603
"MC11_clonotype0082",7,0.00213284582571603
"MC11_clonotype0083",7,0.00213284582571603
"MC11_clonotype0084",7,0.00213284582571603
"MC11_clonotype0085",7,0.00213284582571603
"MC11_clonotype0086",7,0.00213284582571603
"MC11_clonotype0087",7,0.00213284582571603
"MC11_clonotype0088",7,0.00213284582571603
"MC11_clonotype0089",7,0.00213284582571603
"MC11_clonotype0090",7,0.00213284582571603
"MC11_clonotype0091",7,0.00213284582571603
"MC11_clonotype0092",7,0.00213284582571603
"MC11_clonotype0093",6,0.00182815356489945
"MC11_clonotype0094",6,0.00182815356489945
"MC11_clonotype0095",6,0.00182815356489945
"MC11_clonotype0096",6,0.00182815356489945
"MC11_clonotype0097",6,0.00182815356489945
"MC11_clonotype0098",6,0.00182815356489945
"MC11_clonotype0099",6,0.00182815356489945
"MC11_clonotype0100",6,0.00182815356489945
"MC11_clonotype0101",6,0.00182815356489945
"MC11_clonotype0102",6,0.00182815356489945
"MC11_clonotype0103",6,0.00182815356489945
"MC11_clonotype0104",6,0.00182815356489945
"MC11_clonotype0105",6,0.00182815356489945
"MC11_clonotype0106",5,0.00152346130408288
"MC11_clonotype0107",5,0.00152346130408288
"MC11_clonotype0108",5,0.00152346130408288
